id,city_id,"name"
1025,9,"EFELER"
1027,46,"ÇAĞLAYANCERİT"
1028,55,"19-May"
1029,10,"KARESİ"
1030,10,"ALTIEYLÜL"
1031,31,"ANTAKYA"
1032,31,"DEFNE"
1033,31,"ARSUZ"
1034,31,"PAYAS"
1035,20,"MERKEZEFENDİ"
1036,52,"ALTINORDU"
1037,45,"ŞEHZADELER"
1038,45,"YUNUSEMRE"
1039,61,"ORTAHİSAR"
1040,47,"ARTUKLU"
1041,65,"TUŞBA"
1042,65,"İPEKYOLU"
1043,67,"KİLİMLİ"
1044,67,"KOZLU"
1045,46,"DULKADİROĞLU"
1046,46,"ONİKİŞUBAT"
1047,63,"EYYÜBİYE"
1048,63,"HALİLİYE"
1049,63,"KARAKÖPRÜ"
1050,59,"SÜLEYMANPAŞA"
1051,59,"KAPAKLI"
1052,59,"ERGENE"
1053,48,"MENTEŞE"
1054,48,"SEYDİKEMER"
11888,8,"KEMALPAŞA"
12008,68,"SULTANHANI"
